success,timeout,method,time,solution,num_vars,trial,initial_awt,awt_thr,initial_active,bundle_size,awt_coeff
True,False,mm,32.647889228671076,"frozenset({0, 9, 1})",20,1,0.2,0.18000000000000002,10,,0.9
True,False,mm_bundled,1.6383312724885488,"frozenset({0, 1, 2, 3, 8, 9, 10, 11})",20,1,0.2,0.18000000000000002,10,4.0,0.9
True,False,mm_bundled,0.8087717851003011,,20,1,0.2,0.18000000000000002,10,10.0,0.9
True,False,bfs,538.8534255469701,"frozenset({1, 11, 12, 6})",20,2,0.18333333333333335,0.165,12,,0.9
True,False,mm,95.40604376519718,"frozenset({1, 18, 11, 6})",20,2,0.18333333333333335,0.165,12,,0.9
True,False,mm_bundled,6.543711635044644,,20,2,0.18333333333333335,0.165,12,4.0,0.9
True,False,mm_bundled,0.8465713841574533,,20,2,0.18333333333333335,0.165,12,10.0,0.9
True,False,bfs,338.18194750709443,"frozenset({0, 10, 4, 7})",20,3,0.18333333333333335,0.165,12,,0.9
True,False,mm,95.23433767454252,"frozenset({0, 4, 12, 7})",20,3,0.18333333333333335,0.165,12,,0.9
True,False,mm_bundled,6.543346377781459,,20,3,0.18333333333333335,0.165,12,4.0,0.9
True,False,mm_bundled,0.8168001810709635,,20,3,0.18333333333333335,0.165,12,10.0,0.9
True,False,bfs,41.46046129304059,"frozenset({0, 1, 4})",20,4,0.19090909090909092,0.17181818181818184,11,,0.9
True,False,mm,29.482579803181025,"frozenset({0, 9, 1})",20,4,0.19090909090909092,0.17181818181818184,11,,0.9
True,False,mm_bundled,6.432913795143668,,20,4,0.19090909090909092,0.17181818181818184,11,4.0,0.9
True,False,mm_bundled,0.804277153689452,,20,4,0.19090909090909092,0.17181818181818184,11,10.0,0.9
True,False,bfs,44.963386868673545,"frozenset({0, 1, 3})",20,5,0.2111111111111111,0.19,9,,0.9
True,False,mm,36.02039835717944,"frozenset({0, 1, 10})",20,5,0.2111111111111111,0.19,9,,0.9
True,False,mm_bundled,6.432723298698967,,20,5,0.2111111111111111,0.19,9,4.0,0.9
True,False,mm_bundled,0.8041436392851551,,20,5,0.2111111111111111,0.19,9,10.0,0.9
True,False,bfs,610.3430045346204,"frozenset({1, 17, 10, 13, 14})",20,6,0.17142857142857143,0.1542857142857143,14,,0.9
True,False,mm,106.81066406878058,"frozenset({1, 19, 10, 13, 14})",20,6,0.17142857142857143,0.1542857142857143,14,,0.9
True,False,mm_bundled,6.6194863092332525,,20,6,0.17142857142857143,0.1542857142857143,14,4.0,0.9
True,False,mm_bundled,0.8763795421237037,,20,6,0.17142857142857143,0.1542857142857143,14,10.0,0.9
True,False,bfs,88.055246713141,"frozenset({1, 6, 9})",20,7,0.19090909090909092,0.17181818181818184,11,,0.9
True,False,mm,30.39989973675444,"frozenset({1, 9, 6})",20,7,0.19090909090909092,0.17181818181818184,11,,0.9
True,False,mm_bundled,6.503752640902978,,20,7,0.19090909090909092,0.17181818181818184,11,4.0,0.9
True,False,mm_bundled,0.8220386019609444,,20,7,0.19090909090909092,0.17181818181818184,11,10.0,0.9
True,False,bfs,710.6009517294125,"frozenset({10, 2, 11, 14})",20,8,0.18333333333333335,0.165,12,,0.9
True,False,mm,96.77763160023665,"frozenset({11, 10, 2, 19})",20,8,0.18333333333333335,0.165,12,,0.9
True,False,mm_bundled,6.619600988569713,,20,8,0.18333333333333335,0.165,12,4.0,0.9
True,False,mm_bundled,0.6959184487660726,"frozenset({10, 11, 12, 13, 14, 15, 16, 17, 18, 19})",20,8,0.18333333333333335,0.165,12,10.0,0.9
True,False,bfs,111.77044099470419,"frozenset({2, 3, 6})",20,9,0.2,0.18000000000000002,10,,0.9
True,False,mm,33.03238771215551,"frozenset({3, 2, 10})",20,9,0.2,0.18000000000000002,10,,0.9
True,False,mm_bundled,6.46721550623576,,20,9,0.2,0.18000000000000002,10,4.0,0.9
True,False,mm_bundled,0.8084728082021078,,20,9,0.2,0.18000000000000002,10,10.0,0.9
